5,100,0.0
10,99.7,0.0
15,99.5,0.0
20,96.2,0.0
25,96.7,0.0
30,96.9,0.0
35,96.9,0.0
40,97.2,0.0
45,97.5,0.0
50,97.6,0.0
55,98.0,0.0
60,94.2,0.0
65,88.0,0.0
70,82.6,0.0
75,77.8,0.0
80,73.5,0.0
85,69.7,0.0
90,66.2,0.0
95,63.1,0.0
100,60.3,0.0
105,61.1,0.0
110,62.8,0.0
115,63.7,0.0
120,64.9,0.0
125,65.7,0.0
130,66.2,0.0
135,67.1,0.0
140,68.0,0.0
145,68.7,0.0
150,69.5,0.0
155,70.3,0.0
160,70.9,0.0
165,71.7,0.0
170,71.8,0.0
175,69.9,0.0
180,68.1,0.0
185,66.4,0.0
190,64.8,0.0
195,63.2,0.0
200,61.7,0.0
205,60.9,0.0
210,61.8,0.0
215,62.6,0.0
220,63.4,0.0
225,64.2,0.0
230,64.6,0.0
235,65.3,0.0
240,65.9,0.0
245,66.6,0.0
250,67.2,0.0
255,67.8,0.0
260,68.4,0.0
265,68.7,0.0
270,69.3,0.0
275,69.8,0.0
280,68.9,0.0
285,67.7,0.0
290,66.6,0.0
295,65.6,0.0
300,64.5,0.0
305,63.5,0.0
310,62.5,0.0
315,61.6,0.0
320,61.9,0.0
325,62.5,0.0
330,63.1,0.0
335,63.6,0.0
340,64.1,0.0
345,64.4,0.0
350,64.8,0.0
355,65.2,0.0
360,65.5,0.0
365,66.0,0.0
370,66.4,0.0
375,66.8,0.0
380,67.3,0.0
385,67.7,0.0
390,66.9,0.0
395,66.1,0.0
400,65.3,0.0
405,64.6,0.0
410,63.8,0.0
415,63.1,0.0
420,62.3,0.0
425,62.1,0.0
430,62.4,0.0
435,62.8,0.0
440,63.2,0.0
445,63.6,0.0
450,63.8,0.0
455,64.2,0.0
460,64.5,0.0
465,64.9,0.0
470,65.2,0.0
475,65.6,0.0
480,65.9,0.0
485,66.3,0.0
490,66.6,0.0
495,66.1,0.0
500,65.4,0.0
505,64.8,0.0
510,64.2,0.0
515,63.6,0.0
520,63.0,0.0
525,62.4,0.0
530,61.8,0.0
535,62.0,0.0
540,62.1,0.0
545,62.5,0.0
550,62.7,0.0
555,63.1,0.0
560,63.2,0.0
565,63.6,0.0
570,63.9,0.0
575,64.2,0.0
580,64.5,0.0
585,64.7,0.0
590,65.0,0.0
595,65.3,0.0
600,65.6,0.0
605,65.2,0.0
610,64.7,0.0
615,64.2,0.0
620,63.7,0.0
625,63.2,0.0
630,62.7,0.0
635,62.2,0.0
640,61.8,0.0
645,62.1,0.0
650,62.3,0.0
655,62.6,0.0
660,62.7,0.0
665,63.0,0.0
670,63.3,0.0
675,63.5,0.0
680,63.8,0.0
685,64.1,0.0
690,64.3,0.0
695,64.6,0.0
700,64.8,0.0
705,64.8,0.0
710,64.4,0.0
715,63.9,0.0
720,63.5,0.0
725,63.1,0.0
730,62.7,0.0
735,62.2,0.0
740,62.4,0.0
745,62.7,0.0
750,62.9,0.0
755,63.1,0.0
760,63.4,0.0
765,63.6,0.0
770,63.8,0.0
775,64.1,0.0
780,64.2,0.0
785,64.4,0.0
790,64.7,0.0
795,64.9,0.0
800,65.1,0.0
805,64.9,0.0
810,64.5,0.0
815,64.1,0.0
820,63.8,0.0
825,63.4,0.0
830,63.0,0.0
835,62.6,0.0
840,62.6,0.0
845,62.8,0.0
850,62.9,0.0
855,63.0,0.0
860,63.0,0.0
865,63.0,0.0
870,62.9,0.0
875,62.9,0.0
880,63.0,0.0
885,62.9,0.0
890,62.9,0.0
895,63.0,0.0
900,63.2,0.0
