5,0.0,0.0
10,0.0,0.0
15,0.0,0.0
20,0.0,0.0
25,0.0,0.0
30,0.0,0.0
35,0.0,0.0
40,0.0,0.0
45,0.0,0.0
50,0.0,0.0
55,0.3,0.0
60,0.5,0.0
65,1.8,0.0
70,2.9,0.0
75,3.9,0.0
80,4.9,0.0
85,5.9,0.0
90,6.9,0.0
95,7.3,0.0
100,7.8,0.0
105,8.5,0.0
110,8.8,0.0
115,8.9,0.0
120,8.9,0.0
125,9.0,0.0
130,9.1,0.0
135,9.1,0.0
140,9.0,0.0
145,8.9,0.0
150,8.7,0.0
155,8.5,0.0
160,8.3,0.0
165,8.2,0.0
170,8.1,0.0
175,7.9,0.0
180,7.8,0.0
185,7.7,0.0
190,7.5,0.0
195,7.4,0.0
200,7.3,0.0
205,7.2,0.0
210,7.1,0.0
215,7.0,0.0
220,6.9,0.0
225,6.8,0.0
230,6.7,0.0
235,6.6,0.0
240,6.5,0.0
245,6.5,0.0
250,6.4,0.0
255,6.3,0.0
260,6.2,0.0
265,6.2,0.0
270,6.1,0.0
275,6.0,0.0
280,6.0,0.0
285,5.9,0.0
290,5.9,0.0
295,5.8,0.0
300,5.8,0.0
305,5.7,0.0
310,5.7,0.0
315,5.6,0.0
320,5.6,0.0
325,5.5,0.0
330,5.5,0.0
335,5.5,0.0
340,5.4,0.0
345,5.4,0.0
350,5.4,0.0
355,5.3,0.0
360,5.3,0.0
365,5.2,0.0
370,5.2,0.0
375,5.2,0.0
380,5.2,0.0
385,5.1,0.0
390,5.1,0.0
395,5.1,0.0
400,5.0,0.0
405,5.0,0.0
410,5.0,0.0
415,5.0,0.0
420,4.9,0.0
425,4.9,0.0
430,4.9,0.0
435,4.9,0.0
440,4.8,0.0
445,4.8,0.0
450,4.8,0.0
455,4.8,0.0
460,4.7,0.0
465,4.7,0.0
470,4.7,0.0
475,4.7,0.0
480,4.7,0.0
485,4.6,0.0
490,4.6,0.0
495,4.6,0.0
500,4.6,0.0
505,4.6,0.0
510,4.6,0.0
515,4.5,0.0
520,4.5,0.0
525,4.5,0.0
530,4.5,0.0
535,4.5,0.0
540,4.4,0.0
545,4.4,0.0
550,4.4,0.0
555,4.4,0.0
560,4.4,0.0
565,4.4,0.0
570,4.3,0.0
575,4.3,0.0
580,4.3,0.0
585,4.3,0.0
590,4.3,0.0
595,4.3,0.0
600,4.3,0.0
605,4.3,0.0
610,4.2,0.0
615,4.2,0.0
620,4.2,0.0
625,4.2,0.0
630,4.2,0.0
635,4.2,0.0
640,4.2,0.0
645,4.2,0.0
650,4.1,0.0
655,4.1,0.0
660,4.1,0.0
665,4.1,0.0
670,4.1,0.0
675,4.1,0.0
680,4.1,0.0
685,4.1,0.0
690,4.1,0.0
695,4.1,0.0
700,4.0,0.0
705,4.0,0.0
710,4.0,0.0
715,4.0,0.0
720,4.0,0.0
725,4.0,0.0
730,4.0,0.0
735,4.0,0.0
740,4.0,0.0
745,4.0,0.0
750,3.9,0.0
755,3.9,0.0
760,3.9,0.0
765,3.9,0.0
770,3.9,0.0
775,3.9,0.0
780,3.9,0.0
785,3.9,0.0
790,3.9,0.0
795,3.9,0.0
800,3.9,0.0
805,3.9,0.0
810,3.9,0.0
815,3.8,0.0
820,3.9,0.0
825,4.5,0.0
830,5.0,0.0
835,5.6,0.0
840,6.2,0.0
845,6.7,0.0
850,7.2,0.0
855,7.5,0.0
860,8.0,0.0
865,8.3,0.0
870,8.6,0.0
875,9.0,0.0
880,9.3,0.0
885,9.7,0.0
890,10.1,0.0
895,10.5,0.0
900,11.0,0.0
