5,99.1,6.2
10,95.2,6.2
15,92.3,6.2
20,93.5,6.2
25,94.7,6.2
30,95.7,6.2
35,91.8,0.0
40,82.1,0.0
45,74.2,0.0
50,67.7,0.0
55,62.2,0.0
60,57.5,0.0
65,53.5,0.0
70,50.1,0.0
75,47.0,0.0
80,44.3,0.0
85,41.9,0.0
90,39.7,0.0
95,37.8,0.0
100,36.0,0.0
105,34.4,0.0
110,32.7,0.0
115,34.6,5.7
120,37.0,5.7
125,39.3,5.7
130,41.1,5.7
135,42.9,5.7
140,44.8,5.7
145,46.5,5.7
150,48.0,5.7
155,47.7,0.0
160,46.0,0.0
165,44.7,0.0
170,43.4,0.0
175,42.2,0.0
180,41.1,0.0
185,40.1,0.0
190,39.1,0.0
195,38.1,0.0
200,37.2,0.0
205,36.3,0.0
210,35.5,0.0
215,34.7,0.0
220,35.6,4.7
225,36.8,4.7
230,38.0,4.7
235,39.1,4.7
240,40.3,4.7
245,41.4,4.7
250,42.4,4.7
255,42.7,0.0
260,41.8,0.0
265,41.0,0.0
270,40.3,0.0
275,39.6,0.0
280,38.9,0.0
285,38.2,0.0
290,37.6,0.0
295,37.0,0.0
300,36.4,0.0
305,35.8,0.0
310,35.3,0.0
315,34.7,0.0
320,34.2,0.0
325,33.7,0.0
330,33.4,6.4
335,34.3,6.4
340,35.1,6.4
345,36.0,6.4
350,36.8,6.4
355,37.7,6.4
360,38.3,0.0
365,37.8,0.0
370,37.3,0.0
375,36.8,0.0
380,36.3,0.0
385,35.9,0.0
390,35.4,0.0
395,35.0,0.0
400,34.6,0.0
405,34.1,0.0
410,33.7,0.0
415,33.3,0.0
420,33.0,0.0
425,32.6,0.0
430,33.1,5.6
435,33.8,5.6
440,34.5,5.6
445,35.0,5.6
450,35.7,5.6
455,36.4,5.6
460,36.3,0.0
465,35.9,0.0
470,35.5,0.0
475,35.2,0.0
480,34.8,0.0
485,34.5,0.0
490,34.1,0.0
495,33.8,0.0
500,33.5,0.0
505,33.1,0.0
510,32.8,0.0
515,32.5,0.0
520,32.2,0.0
525,31.9,0.0
530,31.6,0.0
535,31.7,4.5
540,32.3,4.5
545,32.9,4.5
550,33.5,4.5
555,34.0,4.5
560,34.5,4.5
565,34.5,0.0
570,34.2,0.0
575,34.0,0.0
580,33.7,0.0
585,33.3,0.0
590,33.1,0.0
595,32.8,0.0
600,32.5,0.0
605,32.3,0.0
610,32.0,0.0
615,31.8,0.0
620,31.5,0.0
625,31.3,0.0
630,31.0,0.0
635,30.8,0.0
640,31.1,6.2
645,31.6,6.2
650,32.1,6.2
655,32.6,6.2
660,33.0,6.2
665,33.5,6.2
670,33.3,0.0
675,33.1,0.0
680,32.8,0.0
685,32.6,0.0
690,32.4,0.0
695,32.1,0.0
700,31.9,0.0
705,31.7,0.0
710,31.5,0.0
715,31.2,0.0
720,31.0,0.0
725,30.8,0.0
730,30.6,0.0
735,31.1,4.4
740,31.5,4.4
745,31.9,4.4
750,32.3,4.4
755,32.8,4.4
760,33.1,4.4
765,33.3,0.0
770,33.1,0.0
775,32.9,0.0
780,32.7,0.0
785,32.5,0.0
790,32.3,0.0
795,32.1,0.0
800,31.9,0.0
805,31.7,0.0
810,31.5,0.0
815,31.3,0.0
820,31.2,0.0
825,31.0,0.0
830,30.8,0.0
835,30.6,0.0
840,30.4,0.0
845,30.2,0.0
850,30.2,5.0
855,30.3,5.0
860,30.5,5.0
865,30.7,5.0
870,30.9,5.0
875,31.1,5.0
880,31.2,5.0
885,31.4,5.0
890,31.5,5.0
895,31.5,0.0
900,31.3,0.0
